vehicle_weight,selected_k,objective,normalized_objective,travel,tw_penalty,runtime_sec,balanced_score,feasible
120.0,7,293807.0,292967.0,177.0,292790.0,18.01540095798555,0.0,True
80.0,7,293527.0,292967.0,177.0,292790.0,18.104468875011662,0.04422022058041552,True
180.0,7,294227.0,292967.0,177.0,292790.0,18.41823891698732,0.2,True
