cluster_size,two_opt,objective,travel,tw_penalty,runtime_sec,cluster_count,balanced_score,feasible
10,True,5425342.0,62.0,5425280.0,6.6927492920076475,5,0.024263607017411856,True
8,True,5281763.0,63.0,5281700.0,9.377909833972808,7,0.11758004988816176,True
12,True,7169692.0,82.0,7169610.0,6.963602375006303,5,0.15310017590341446,True
6,True,5088979.0,59.0,5088920.0,12.252058874990325,9,0.2,True
10,False,13338276.0,146.0,13338130.0,6.579221583000617,5,0.5398630018193229,True
6,False,10115069.0,129.0,10114940.0,11.92844266697648,9,0.5718929936922303,True
8,False,12830541.0,151.0,12830390.0,9.34884150000289,7,0.6374148806963555,True
12,False,17709184.0,184.0,17709000.0,6.9224419169768225,5,0.8121004822211576,True
