seed,ablation_id,decompose_strategy,route_postprocess,enable_tw_repair,objective,travel,tw_penalty,runtime_sec,feasible,tw_violation_ratio,max_subproblem_size,subproblem_cap_ok,strategy_signature
0,q3:depot_distance:none:0:seed0,depot_distance,none,False,14387610.0,160.0,14387450.0,8.26392416699673,False,0.98,10,True,decompose=depot_distance|chosen=depot_distance|post=none|tw_repair=False|qubo_cap=15
1,q3:depot_distance:none:0:seed1,depot_distance,none,False,15393777.0,157.0,15393620.0,7.645025707985042,True,0.9,10,True,decompose=depot_distance|chosen=depot_distance|post=none|tw_repair=False|qubo_cap=15
2,q3:depot_distance:none:0:seed2,depot_distance,none,False,16482881.0,171.0,16482710.0,8.278503207984613,True,0.9,10,True,decompose=depot_distance|chosen=depot_distance|post=none|tw_repair=False|qubo_cap=15
3,q3:depot_distance:none:0:seed3,depot_distance,none,False,19021002.0,192.0,19020810.0,8.66705741599435,False,0.98,10,True,decompose=depot_distance|chosen=depot_distance|post=none|tw_repair=False|qubo_cap=15
4,q3:depot_distance:none:0:seed4,depot_distance,none,False,14807143.0,163.0,14806980.0,9.090517499978887,True,0.92,10,True,decompose=depot_distance|chosen=depot_distance|post=none|tw_repair=False|qubo_cap=15
0,q3:depot_distance:two_opt:1:seed0,depot_distance,two_opt,True,5856754.0,84.0,5856670.0,75.53373537500738,True,0.9,10,True,decompose=depot_distance|chosen=depot_distance|post=two_opt|tw_repair=True|qubo_cap=15
1,q3:depot_distance:two_opt:1:seed1,depot_distance,two_opt,True,7096416.0,96.0,7096320.0,27.539695334009593,True,0.92,10,True,decompose=depot_distance|chosen=depot_distance|post=two_opt|tw_repair=True|qubo_cap=15
2,q3:depot_distance:two_opt:1:seed2,depot_distance,two_opt,True,7385914.0,104.0,7385810.0,21.085785125003895,True,0.88,10,True,decompose=depot_distance|chosen=depot_distance|post=two_opt|tw_repair=True|qubo_cap=15
3,q3:depot_distance:two_opt:1:seed3,depot_distance,two_opt,True,8325368.0,108.0,8325260.0,31.620405499998014,False,0.96,10,True,decompose=depot_distance|chosen=depot_distance|post=two_opt|tw_repair=True|qubo_cap=15
4,q3:depot_distance:two_opt:1:seed4,depot_distance,two_opt,True,6553444.0,94.0,6553350.0,54.92647329100873,True,0.88,10,True,decompose=depot_distance|chosen=depot_distance|post=two_opt|tw_repair=True|qubo_cap=15
0,q3:depot_distance:or_opt:1:seed0,depot_distance,or_opt,True,6812078.0,98.0,6811980.0,66.68977670799359,True,0.92,10,True,decompose=depot_distance|chosen=depot_distance|post=or_opt|tw_repair=True|qubo_cap=15
