question,travel,objective,tw_penalty,runtime,feasible
Q1,30.0,30.0,0.0,22.323131833021762,True
Q2,40.0,175660.0,175620.0,43.15573933298583,True
Q3,62.0,5425342.0,5425280.0,6.970230208011344,True
Q4,109.0,51749.0,51640.0,120.9154965839989,True
